file_name,question,target_answer,iteration,current_table,key_value,current_chain
csv/204-csv/232.csv,which country scored the least medals?,Peru|Paraguay,1,"col : Rank | Nation | Gold | Silver | Bronze | Total
row 1 : 1 | Brazil | 13 | 18 | 12 | 43
row 2 : 2 | Argentina | 7 | 4 | 7 | 18
row 3 : 5 | Venezuela | 4 | 6 | 6 | 16
row 4 : 4 | Colombia | 5 | 5 | 4 | 14
row 5 : 3 | Chile | 7 | 2 | 3 | 12
row 6 : 6 | Uruguay | 1 | 1 | 0 | 2
row 7 : 8 | Panama | 0 | 0 | 2 | 2
row 8 : 8 | Bolivia | 0 | 0 | 2 | 2
row 9 : 7 | Peru | 0 | 1 | 0 | 1
row 10 : 10 | Paraguay | 0 | 0 | 1 | 1
","['f_select_row', ['row 9', 'row 10']]","f_sort_by(['Total']) -> f_select_row(['row 9', 'row 10']) -> "
csv/204-csv/232.csv,which country scored the least medals?,Peru|Paraguay,2,"col : Rank | Nation | Gold | Silver | Bronze | Total
row 1 : 8 | Bolivia | 0 | 0 | 2 | 2
row 2 : 10 | Paraguay | 0 | 0 | 1 | 1
","['f_select_column', ['Nation', 'Total']]","f_sort_by(['Total']) -> f_select_row(['row 9', 'row 10']) -> f_select_column(['Nation', 'Total']) -> "
csv/204-csv/743.csv,who was the slowest driver to finish the race?,Robert Kubica,0,"col : Pos | No | Driver | Constructor | Laps | Time/Retired | Grid | Points
row 1 : 1 | 15 | Sebastian Vettel | Red Bull-Renault | 56 | 1:57:43.485 | 1 | 10.0
row 2 : 2 | 14 | Mark Webber | Red Bull-Renault | 56 | +10.970 | 3 | 8.0
row 3 : 3 | 22 | Jenson Button | Brawn-Mercedes | 56 | +44.975 | 5 | 6.0
row 4 : 4 | 23 | Rubens Barrichello | Brawn-Mercedes | 56 | +1:03.704 | 4 | 5.0
row 5 : 5 | 2‡ | Heikki Kovalainen | McLaren-Mercedes | 56 | +1:05.102 | 12 | 4.0
row 6 : 6 | 1‡ | Lewis Hamilton | McLaren-Mercedes | 56 | +1:11.866 | 9 | 3.0
row 7 : 7 | 10 | Timo Glock | Toyota | 56 | +1:14.476 | 19 | 2.0
row 8 : 8 | 12 | Sébastien Buemi | Toro Rosso-Ferrari | 56 | +1:16.439 | 10 | 1.0
row 9 : 9 | 7 | Fernando Alonso | Renault | 56 | +1:24.309 | 2 | nan
row 10 : 10 | 4 | Kimi Räikkönen | Ferrari | 56 | +1:31.750 | 8 | nan
row 11 : 11 | 11 | Sébastien Bourdais | Toro Rosso-Ferrari | 56 | +1:34.156 | 15 | nan
row 12 : 12 | 6‡ | Nick Heidfeld | BMW Sauber | 56 | +1:35.834 | 11 | nan
row 13 : 13 | 5 | Robert Kubica | BMW Sauber | 56 | +1:46.853 | 17 | nan
row 14 : 14 | 21 | Giancarlo Fisichella | Force India-Mercedes | 55 | +1 Lap | 20 | nan
row 15 : 15 | 16 | Nico Rosberg | Williams-Toyota | 55 | +1 Lap | 7 | nan
row 16 : 16 | 8 | Nelson Piquet, Jr. | Renault | 54 | +2 Laps | 16 | nan
row 17 : 17 | 20 | Adrian Sutil | Force India-Mercedes | 50 | Accident | 18 | nan
row 18 : Ret | 17 | Kazuki Nakajima | Williams-Toyota | 43 | Transmission | 14 | nan
row 19 : Ret | 3 | Felipe Massa | Ferrari | 20 | Electrical | 13 | nan
row 20 : Ret | 9 | Jarno Trulli | Toyota | 18 | Collision damage | 6 | nan
","['f_select_column', ['Pos', 'Driver']]","f_select_column(['Pos', 'Driver']) -> "
csv/204-csv/743.csv,who was the slowest driver to finish the race?,Robert Kubica,1,"col : Pos | Driver
row 1 : 1 | Sebastian Vettel
row 2 : 2 | Mark Webber
row 3 : 3 | Jenson Button
row 4 : 4 | Rubens Barrichello
row 5 : 5 | Heikki Kovalainen
row 6 : 6 | Lewis Hamilton
row 7 : 7 | Timo Glock
row 8 : 8 | Sébastien Buemi
row 9 : 9 | Fernando Alonso
row 10 : 10 | Kimi Räikkönen
row 11 : 11 | Sébastien Bourdais
row 12 : 12 | Nick Heidfeld
row 13 : 13 | Robert Kubica
row 14 : 14 | Giancarlo Fisichella
row 15 : 15 | Nico Rosberg
row 16 : 16 | Nelson Piquet, Jr.
row 17 : 17 | Adrian Sutil
row 18 : Ret | Kazuki Nakajima
row 19 : Ret | Felipe Massa
row 20 : Ret | Jarno Trulli
","['f_sort_by', ['Pos']]","f_select_column(['Pos', 'Driver']) -> f_sort_by(['Pos']) -> "
csv/204-csv/743.csv,who was the slowest driver to finish the race?,Robert Kubica,2,"col : Pos | Driver
row 1 : Ret | Jarno Trulli
row 2 : Ret | Kazuki Nakajima
row 3 : Ret | Felipe Massa
row 4 : 9 | Fernando Alonso
row 5 : 8 | Sébastien Buemi
row 6 : 7 | Timo Glock
row 7 : 6 | Lewis Hamilton
row 8 : 5 | Heikki Kovalainen
row 9 : 4 | Rubens Barrichello
row 10 : 3 | Jenson Button
row 11 : 2 | Mark Webber
row 12 : 17 | Adrian Sutil
row 13 : 16 | Nelson Piquet, Jr.
row 14 : 15 | Nico Rosberg
row 15 : 14 | Giancarlo Fisichella
row 16 : 13 | Robert Kubica
row 17 : 12 | Nick Heidfeld
row 18 : 11 | Sébastien Bourdais
row 19 : 10 | Kimi Räikkönen
row 20 : 1 | Sebastian Vettel
","['f_select_row', ['row 4']]","f_select_column(['Pos', 'Driver']) -> f_sort_by(['Pos']) -> f_select_row(['row 4']) -> "
csv/203-csv/835.csv,how many had at least 10 goals?,5,,,,
csv/203-csv/439.csv,which rider who was not from the united kingdom had the least final points?,Eric Chitty,,,,
csv/203-csv/439.csv,the least number of points belongs to whom?,Alec Statham,0,"col : Pos. | Rider | Semi-Final Points | Final Points | Final Heats | Total Points
row 1 : 1 | Jack Milne | 13 | 15 | (3,3,3,3,3) | 28
row 2 : 2 | Wilbur Lamoreaux | 12 | 13 | (3,3,3,1,3) | 25
row 3 : 3 | Cordy Milne | 11 | 12 | (2,3,2,3,2) | 23
row 4 : 4 | Jack Parker | 11 | 10 | (2,3,1,2,2) | 21
row 5 : 5 | Ginger Lees | 10 | 9 | (1,1,2,2,3) | 19
row 6 : 6 | Frank Charles | 10 | 7 | (0,0,1,3,3) | 17
row 7 : 7 | Lionel Van Praag | 11 | 6 | (3,0,-,3,0) | 17
row 8 : 8 | Bill Kitchen | 7 | 9 | (1,2,2,2,2) | 16
row 9 : 9 | George Newton | 11 | 5 | (3,0,0,0,2) | 16
row 10 : 10 | Eric Langton | 12 | 4 | (1,0,0,3,0) | 16
row 11 : 11 | Morian Hansen | 7 | 8 | (1,2,3,1,1) | 15
row 12 : 12 | Eric Chitty | 11 | 4 | (0,2,0,1,1) | 15
row 13 : 13 | Joe Abbott | 8 | 6 | (2,1,1,2,0) | 14
row 14 : 14 | Arthur Atkinson | 8 | 6 | (2,0,2,1,1) | 14
row 15 : 15 | Frank Varey | 8 | 3 | (0,1,1,0,1) | 11
row 16 : 16 | Tommy Croombs | 6 | 2 | (0,2,0,0,0) | 8
row 17 : 17 | Bob Harrison | 7 | - | - | 7
row 18 : 18 | Alec Statham | 6 | 0 | (0) | 6
","['f_sort_by', ['Total Points']]",f_sort_by(['Total Points']) -> 
csv/203-csv/439.csv,the least number of points belongs to whom?,Alec Statham,1,"col : Pos. | Rider | Semi-Final Points | Final Points | Final Heats | Total Points
row 1 : 1 | Jack Milne | 13 | 15 | (3,3,3,3,3) | 28
row 2 : 2 | Wilbur Lamoreaux | 12 | 13 | (3,3,3,1,3) | 25
row 3 : 3 | Cordy Milne | 11 | 12 | (2,3,2,3,2) | 23
row 4 : 4 | Jack Parker | 11 | 10 | (2,3,1,2,2) | 21
row 5 : 5 | Ginger Lees | 10 | 9 | (1,1,2,2,3) | 19
row 6 : 6 | Frank Charles | 10 | 7 | (0,0,1,3,3) | 17
row 7 : 7 | Lionel Van Praag | 11 | 6 | (3,0,-,3,0) | 17
row 8 : 9 | George Newton | 11 | 5 | (3,0,0,0,2) | 16
row 9 : 10 | Eric Langton | 12 | 4 | (1,0,0,3,0) | 16
row 10 : 8 | Bill Kitchen | 7 | 9 | (1,2,2,2,2) | 16
row 11 : 11 | Morian Hansen | 7 | 8 | (1,2,3,1,1) | 15
row 12 : 12 | Eric Chitty | 11 | 4 | (0,2,0,1,1) | 15
row 13 : 13 | Joe Abbott | 8 | 6 | (2,1,1,2,0) | 14
row 14 : 14 | Arthur Atkinson | 8 | 6 | (2,0,2,1,1) | 14
row 15 : 15 | Frank Varey | 8 | 3 | (0,1,1,0,1) | 11
row 16 : 16 | Tommy Croombs | 6 | 2 | (0,2,0,0,0) | 8
row 17 : 17 | Bob Harrison | 7 | - | - | 7
row 18 : 18 | Alec Statham | 6 | 0 | (0) | 6
","['f_select_row', ['row 18']]",f_sort_by(['Total Points']) -> f_select_row(['row 18']) -> 
csv/203-csv/439.csv,the least number of points belongs to whom?,Alec Statham,2,"col : Pos. | Rider | Semi-Final Points | Final Points | Final Heats | Total Points
row 1 : 18 | Alec Statham | 6 | 0 | (0) | 6
","['f_select_column', ['Rider', 'Total Points']]","f_sort_by(['Total Points']) -> f_select_row(['row 18']) -> f_select_column(['Rider', 'Total Points']) -> "
csv/204-csv/634.csv,"how many series awarded at least $500,000 in prize money?",3,,,,
csv/204-csv/957.csv,what years did coy play at least 15 games?,2002|2003|2006|2008|2009|2010,0,"col : Year | Team | Games | Combined Tackles | Tackles | Assisted Tackles | Sacks | Forced Fumbles | Fumble Recoveries | Fumble Return Yards | Interceptions | Interception Return Yards | Yards per Interception Return | Longest Interception REturn | Interceptions Returned for Touchdown | Passes Defended
row 1 : 2002 | BUF | 16 | 96 | 71 | 25 | 3.0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1
row 2 : 2003 | BUF | 16 | 28 | 24 | 4 | 1.0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2
row 3 : 2004 | BUF | 12 | 25 | 14 | 11 | 1.0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0
row 4 : 2005 | BUF | 13 | 9 | 6 | 3 | 0.0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
row 5 : 2006 | BUF | 16 | 23 | 13 | 10 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
row 6 : 2007 | BUF | 7 | 4 | 3 | 1 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
row 7 : 2008 | ATL | 16 | 34 | 28 | 6 | 0.0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1
row 8 : 2009 | ATL | 16 | 17 | 15 | 2 | 0.0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1
row 9 : 2010 | ATL | 15 | 12 | 8 | 4 | 0.0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0
row 10 : Career | nan | 127 | 248 | 182 | 66 | 5.0 | 2 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 5
","['f_select_column', ['Year', 'Games']]","f_select_column(['Year', 'Games']) -> "
csv/204-csv/957.csv,what years did coy play at least 15 games?,2002|2003|2006|2008|2009|2010,1,"col : Year | Games
row 1 : 2002 | 16
row 2 : 2003 | 16
row 3 : 2004 | 12
row 4 : 2005 | 13
row 5 : 2006 | 16
row 6 : 2007 | 7
row 7 : 2008 | 16
row 8 : 2009 | 16
row 9 : 2010 | 15
row 10 : Career | 127
","['f_select_row', ['row 1', 'row 2', 'row 5', 'row 7', 'row 8']]","f_select_column(['Year', 'Games']) -> f_select_row(['row 1', 'row 2', 'row 5', 'row 7', 'row 8']) -> "
csv/203-csv/516.csv,in 2010 he had at least how many punt returns?,0,0,"col : Year | Team | Games | Punt Return Attempts | Punt Return Yards | Punts Returned for Touchdown | Punts Fair Caught | Longest Punt Return | Kickoff Attempts | Kickoff Return Yards | Kickoffs Returned for Touchdown | Kickoffs Fair Caught | Longest Kickoff Return
row 1 : 2008 | DEN | 15 | 14 | 140 | 0 | 10 | 36 | 23 | 600 | 0 | 0 | 95
row 2 : 2009 | DEN | 14 | 30 | 335 | 1 | 13 | 71 | 26 | 621 | 1 | 0 | 93
row 3 : 2010 | DEN | 16 | 25 | 298 | 0 | 12 | 33 | 5 | 107 | 0 | 0 | 33
row 4 : 2011 | DEN | 12 | 12 | 194 | 1 | 9 | 85 | 3 | 47 | 0 | 0 | 20
row 5 : 2012 | SD | 10 | 12 | 64 | 0 | 2 | 14 | 0 | 0 | 0 | 0 | 0
row 6 : 2013 | SD | 15 | 7 | 41 | 0 | 7 | 12 | 0 | 0 | 0 | 0 | 0
row 7 : Total | Total | 82 | 100 | 1,072 | 2 | 53 | 85 | 57 | 1375 | 1 | 0 | 95
","['f_select_row', ['row 3']]",f_select_row(['row 3']) -> 
csv/203-csv/516.csv,in 2010 he had at least how many punt returns?,0,1,"col : Year | Team | Games | Punt Return Attempts | Punt Return Yards | Punts Returned for Touchdown | Punts Fair Caught | Longest Punt Return | Kickoff Attempts | Kickoff Return Yards | Kickoffs Returned for Touchdown | Kickoffs Fair Caught | Longest Kickoff Return
row 1 : 2010 | DEN | 16 | 25 | 298 | 0 | 12 | 33 | 5 | 107 | 0 | 0 | 33
","['f_select_column', ['Punt Return Attempts']]",f_select_row(['row 3']) -> f_select_column(['Punt Return Attempts']) -> 
csv/204-csv/950.csv,how many medalist had at least 35.00 time in silver?,9,,,,
csv/204-csv/762.csv,what year had the least thermal grid capacity?,2000,0,"col : Unnamed: 0 | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012
row 1 : Hydro power | 1,150 | 1,161 | 1,171 | 1,247 | 1,281 | 1,293 | 1,316 | 1,326 | 1,357 | 1,379 | 1,382 | 1,401 | 1,584
row 2 : Thermal | 685 | 835 | 1,056 | 1,233 | 1,215 | 1,155 | 1,155 | 1,155 | 1,285 | 1,290 | 1,390 | 1,690 | 1,638
row 3 : Other renewables | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 15 | 45 | 50 | 90
row 4 : Total availability | 1,838 | 1,999 | 2,230 | 2,483 | 2,499 | 2,411 | 2,434 | 2,444 | 2,645 | 2,684 | 2,818 | 3,141 | 3,312
row 5 : Hydro power | 3,197 | 3,110 | 2,962 | 3,310 | 2,960 | 3,451 | 4,634 | 3,947 | 4,130 | 3,881 | 5,634 | 4,622 | 3,292
row 6 : Thermal | 3,485 | 3,407 | 3,201 | 4,298 | 5,080 | 5,314 | 4,751 | 5,864 | 5,763 | 5,975 | 4,995 | 6,785 | 8,339
row 7 : Other renewables | 3 | 3 | 4 | 3 | 3 | 5 | 4 | 4 | 8 | 27 | 86 | 121 | 169
row 8 : Total production | 6,685 | 6,520 | 6,167 | 7,611 | 8,043 | 8,770 | 9,389 | 9,815 | 9,901 | 9,883 | 10,715 | 11,528 | 11,800
","['f_select_row', ['row 2']]",f_select_row(['row 2']) -> 
csv/204-csv/762.csv,what year had the least thermal grid capacity?,2000,1,"col : Unnamed: 0 | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012
row 1 : Thermal | 685 | 835 | 1,056 | 1,233 | 1,215 | 1,155 | 1,155 | 1,155 | 1,285 | 1,290 | 1,390 | 1,690 | 1,638
","['f_select_column', ['2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']]","f_select_row(['row 2']) -> f_select_column(['2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']) -> "
csv/204-csv/762.csv,what year had the least thermal grid capacity?,2000,2,"col : 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012
row 1 : 685 | 835 | 1,056 | 1,233 | 1,215 | 1,155 | 1,155 | 1,155 | 1,285 | 1,290 | 1,390 | 1,690 | 1,638
","['f_sort_by', ['2000']]","f_select_row(['row 2']) -> f_select_column(['2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']) -> f_sort_by(['2000']) -> "
csv/203-csv/88.csv,which language had the least female speakers?,Romanian,0,"col : Language | Number | percentage (%) | males | females
row 1 : Polish | 1 420 436 | 73.52 | 687 210 | 733 226
row 2 : Yiddish | 317 169 | 16.41 | 154 603 | 162 566
row 3 : Russian | 87 850 | 4.54 | 13 551 | 1 586
row 4 : German | 77 160 | 3.99 | 37 984 | 39 176
row 5 : Ukrainian | 15 930 | 0.82 | 15 623 | 307
row 6 : Romanian | 2 299 | >0.01 | 2 293 | 6
row 7 : Latvian | 1 759 | >0.01 | 1 738 | 21
row 8 : Estonian | 1 566 | >0.01 | 1 555 | 11
row 9 : Tatar | 1 473 | >0.01 | 1 437 | 36
row 10 : Belarusian | 1 343 | >0.01 | 1 234 | 109
row 11 : Other | 4 824 | 0.24 | 3 289 | 1 535
row 12 : Persons\nthat didn't name\ntheir native language | 54 | >0.01 | 33 | 21
row 13 : Total | 1 931 867 | 100 | 977 948 | 953 919
","['f_select_column', ['Language', 'females']]","f_select_column(['Language', 'females']) -> "
csv/203-csv/88.csv,which language had the least female speakers?,Romanian,1,"col : Language | females
row 1 : Polish | 733 226
row 2 : Yiddish | 162 566
row 3 : Russian | 1 586
row 4 : German | 39 176
row 5 : Ukrainian | 307
row 6 : Romanian | 6
row 7 : Latvian | 21
row 8 : Estonian | 11
row 9 : Tatar | 36
row 10 : Belarusian | 109
row 11 : Other | 1 535
row 12 : Persons\nthat didn't name\ntheir native language | 21
row 13 : Total | 953 919
","['f_sort_by', ['females']]","f_select_column(['Language', 'females']) -> f_sort_by(['females']) -> "
csv/203-csv/695.csv,"in the irish national final for the eurovision song contest in 1990, which artists did not receive at least 75 points?",The Memories|Fran Meen|Dreams|Maggie Toal,0,"col : Draw | Artist | Song | Points | Place
row 1 : 1 | The Memories | \If It Means Losing You\"""" | 57 | 8th
row 2 : 2 | Ann Breen | \Oh Darling\"""" | 80 | 4th
row 3 : 3 | Fran Meen | \Say That You Love Me\"""" | 66 | 6th
row 4 : 4 | Dreams | \Sin Sin (\""That's That\"")\"""" | 73 | 5th
row 5 : 5 | Connor Stevens | \Count On Me\"""" | 88 | 3rd
row 6 : 6 | Linda Martin and Friends | \All The People In The World\"""" | 105 | 2nd
row 7 : 7 | Maggie Toal | \Feed Him With Love\"""" | 61 | 7th
row 8 : 8 | Liam Reilly | \Somewhere In Europe\"""" | 130 | 1st
","['f_select_column', ['Artist', 'Points']]","f_select_column(['Artist', 'Points']) -> "
csv/203-csv/695.csv,"in the irish national final for the eurovision song contest in 1990, which artists did not receive at least 75 points?",The Memories|Fran Meen|Dreams|Maggie Toal,1,"col : Artist | Points
row 1 : The Memories | 57
row 2 : Ann Breen | 80
row 3 : Fran Meen | 66
row 4 : Dreams | 73
row 5 : Connor Stevens | 88
row 6 : Linda Martin and Friends | 105
row 7 : Maggie Toal | 61
row 8 : Liam Reilly | 130
","['f_sort_by', ['Points']]","f_select_column(['Artist', 'Points']) -> f_sort_by(['Points']) -> "
csv/204-csv/217.csv,which camp is the least amount on mar.30,Thampalakamam Peripheral Unit,0,"col : Camp | Div Sec\nDivision | Admin\nDistrict | 9 Feb | 11 Feb | 16 Feb | 25 Feb | 27 Feb | 2 Mar | 4 Mar | 6 Mar | 11 Mar | 13 Mar | 24 Mar | 30 Mar | 31 Mar
row 1 : Menik Farm Zone 0\n(Kathirkamar Village) | Vengalachedikulam | VAV | nan | nan | 1,353 | 2,768 | 2,791 | 2,791 | 3,344 | 4,212 | 4,679 | 4,679 | 6,459 | 6,459 | 6,459
row 2 : Menik Farm Zone 3\n(Arunachchalam Village) | Vengalachedikulam | VAV | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | 6,729 | 11,881 | 11,881
row 3 : Ariviththodam Sivanantha Vidyalayam, Menik Farm | Vengalachedikulam | VAV | 581 | 581 | 581 | 581 | 584 | 584 | 585 | 585 | 583 | 583 | 601 | 601 | 601
row 4 : Cheddikulam Maha Vidyalayam | Vengalachedikulam | VAV | 1,624 | 1,624 | 1,624 | 1,965 | 1,965 | 1,965 | 1,996 | 1,996 | 2,001 | 2,001 | 1,995 | 1,995 | 1,995
row 5 : Gamini Maha Vidyalayam | Vavuniya | VAV | 1,306 | 1,306 | 2,017 | 1,618 | 1,618 | 1,618 | 1,263 | 1,307 | 1,382 | 1,382 | 1,471 | 1,487 | 1,487
row 6 : Kovilkulam Hindu College | Vavuniya | VAV | nan | 1,066 | 1,056 | 1,081 | 1,143 | 1,143 | 1,130 | 1,130 | 1,139 | 1,139 | 1,167 | 1,166 | 1,166
row 7 : Nelukkulam Kalaimahal Maha Vidyalayam | Vavuniya | VAV | 2,829 | 2,829 | 2,829 | 3,071 | 3,084 | 3,084 | 3,084 | 3,068 | 3,068 | 3,082 | 3,101 | 3,070 | 3,070
row 8 : Nelukkulam Technical College | Vavuniya | VAV | nan | 1,527 | 2,374 | 2,913 | 2,913 | 2,913 | 2,730 | 2,801 | 2,801 | 2,968 | 3,020 | 3,032 | 3,032
row 9 : Pampamadhu Hostel School | Vavuniya | VAV | 2,779 | 2,779 | 4,181 | 4,131 | 4,131 | 4,131 | 4,131 | 4,108 | 4,108 | 4,108 | 4,178 | 4,178 | 4,178
row 10 : Ponthoodam Government Tamil Mixed School | Vavuniya | VAV | 1,351 | 1,351 | 1,351 | 1,365 | 1,310 | 1,310 | 1,310 | 1,308 | 1,308 | 1,320 | 1,327 | 1,319 | 1,319
row 11 : Poonathoddam College of Education | Vavuniya | VAV | 4,406 | 4,406 | 5,302 | 5,302 | 5,009 | 5,009 | 5,009 | 5,036 | 5,036 | 5,119 | 5,236 | 5,243 | 5,243
row 12 : Sivapirakasa Ladies College, Vavuniya | Vavuniya | VAV | nan | nan | nan | nan | 2,257 | 2,257 | 2,346 | 2,390 | 2,612 | 2,612 | 3,020 | 2,973 | 2,973
row 13 : Vavuniya Muslim Maha Vidyalayam | Vavuniya | VAV | nan | 1,333 | 1,767 | 1,767 | nan | nan | nan | nan | nan | nan | 1,360 | 1,394 | 1,394
row 14 : Vavuniya Tamil Maha Vidyalayam (Primary) | Vavuniya | VAV | nan | nan | 1,916 | 1,929 | 1,390 | 1,390 | nan | 1,153 | 1,153 | 1,153 | 1,196 | 1,168 | 1,168
row 15 : Vavuniya Tamil Maha Vidyalayam (Senior) | Vavuniya | VAV | nan | 1,200 | 4,390 | 3,838 | 4,085 | 4,085 | 5,475 | 3,540 | 3,390 | 3,390 | 3,963 | 3,969 | 3,969
row 16 : Kaithady Ayurvedic University Hostel | Thenmarachchi | JAF | nan | nan | nan | nan | nan | nan | nan | nan | 647 | 647 | 1,073 | 1,073 | 1,083
row 17 : Kaithady Hindu Children Home | Thenmarachchi | JAF | nan | nan | nan | nan | nan | nan | nan | 184 | 184 | 184 | 667 | 667 | 668
row 18 : Kaithady Palmyra Research Institute 1 | Thenmarachchi | JAF | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | 357
row 19 : Kodikamam Government Tamil Mixed School | Thenmarachchi | JAF | nan | nan | 411 | 424 | 503 | 503 | 655 | 711 | 706 | 706 | 1,006 | 1,006 | 1,006
row 20 : Kopay Teacher Training College | Valikamam East | JAF | nan | nan | 444 | 438 | 464 | 464 | 463 | 463 | 463 | 463 | 464 | 464 | 464
row 21 : Murusivil Roman Catholic Tamil Mixed School | Thenmarachchi | JAF | nan | nan | 1,139 | 1,140 | 1,139 | 1,139 | 1,140 | 1,140 | 1,313 | 1,313 | 1,691 | 1,691 | 1,786
row 22 : Thirunagar Old Court House | Jaffna | JAF | nan | nan | 73 | 74 | 49 | 49 | 108 | 108 | 113 | 113 | 114 | 114 | 140
row 23 : Illupaikkulam | Mannar Town | MAN | nan | nan | 52 | 52 | 52 | 52 | 52 | 52 | 52 | 52 | 52 | 52 | 52
row 24 : Kalimoddai | Nanaddan | MAN | nan | nan | 445 | 445 | 445 | 445 | 445 | 454 | 454 | 454 | 454 | 454 | 454
row 25 : Mannar District General Hospital | Mannar Town | MAN | nan | nan | nan | nan | 279 | 279 | 279 | 279 | 279 | 279 | 279 | 279 | 279
row 26 : Sirukandal | Nanaddan | MAN | nan | nan | 357 | 357 | 357 | 357 | 357 | 350 | 350 | 350 | 350 | 350 | 350
row 27 : Kantale Base Hospital | Kantale | TRI | nan | nan | nan | 84 | 160 | 127 | 127 | 127 | 80 | 80 | 57 | 57 | 57
row 28 : Methodist School | nan | TRI | nan | nan | nan | 83 | 52 | 26 | 32 | 126 | 40 | 40 | nan | nan | nan
row 29 : Pulmoddai Field Hospital | Kuchaveli | TRI | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | 79 | 79 | 129
row 30 : Thampalakamam Peripheral Unit | Thampalakamam | TRI | nan | nan | nan | 33 | 76 | 79 | 77 | 77 | 75 | 75 | 35 | 35 | 35
row 31 : Trincomalee General Hospital | Town & Gravets | TRI | nan | nan | nan | 678 | 544 | 512 | 417 | 492 | 426 | 426 | 374 | 374 | 296
row 32 : Colombo National Hospital | nan | COL | nan | nan | nan | 28 | 75 | 106 | 106 | 106 | 97 | 97 | 186 | 186 | 118
row 33 : Padaviya Base Hospital | nan | ANU | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | 145 | 145 | 223
row 34 : Polonnaruwa General Hospital | nan | POL | nan | nan | nan | 86 | 171 | 171 | 171 | 171 | 171 | 171 | 100 | 100 | 92
row 35 : Total | Total | Total | 14,876 | 20,002 | 33,662 | 36,251 | 36,646 | 36,589 | 36,832 | 37,474 | 38,710 | 38,986 | 51,949 | 57,061 | 57,524
","['f_select_column', ['30 Mar']]",f_select_column(['30 Mar']) -> 
csv/204-csv/217.csv,which camp is the least amount on mar.30,Thampalakamam Peripheral Unit,1,"col : 30 Mar
row 1 : 6,459
row 2 : 11,881
row 3 : 601
row 4 : 1,995
row 5 : 1,487
row 6 : 1,166
row 7 : 3,070
row 8 : 3,032
row 9 : 4,178
row 10 : 1,319
row 11 : 5,243
row 12 : 2,973
row 13 : 1,394
row 14 : 1,168
row 15 : 3,969
row 16 : 1,073
row 17 : 667
row 18 : nan
row 19 : 1,006
row 20 : 464
row 21 : 1,691
row 22 : 114
row 23 : 52
row 24 : 454
row 25 : 279
row 26 : 350
row 27 : 57
row 28 : nan
row 29 : 79
row 30 : 35
row 31 : 374
row 32 : 186
row 33 : 145
row 34 : 100
row 35 : 57,061
","['f_sort_by', ['30 Mar']]",f_select_column(['30 Mar']) -> f_sort_by(['30 Mar']) -> 
